,Label,Message
5189,nonfinancial,U coming 2 pick me?
5045,nonfinancial,"Tonight? Yeah, I'd be down for that"
3078,nonfinancial,"Ya, told..she was asking wats matter?"
1155,financial,Bill dated 2011-12-26 for Rs 897 has been generated for your Bsnl fixedline/broadband relationship no. 15582311. The same will reach you by 2011-12-29. Due date: 2012-01-10.
4034,nonfinancial,Nvm it's ok...
3221,nonfinancial,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
6130,nonfinancial,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
4126,nonfinancial,Is there any training tomorrow?
1771,financial,"Repair ref.no for your car is JC23634452 opened on 2009-08-21 17:54hrs,ETD of your car is 2009-08-22 15:40hrs and est.repair amt is Rs.2727 Rgds, Hyundai Auto Agency"
2242,nonfinancial,Text her. If she doesnt reply let me know so i can have her log in
2771,nonfinancial,Quite late lar... Ard 12 anyway i wun b drivin...
418,financial,"Repair ref.no for your car is JC64736815 opened on 2010-12-27 22:45hrs,ETD of your car is 2010-12-28 13:25hrs and est.repair amt is Rs.464 Rgds, True Value"
4629,nonfinancial,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
4479,nonfinancial,Huh means computational science... Y they like dat one push here n there...
471,financial,"Repair ref.no for your car is JC84716483 opened on 2011-12-01 21:12hrs,ETD of your car is 2011-12-02 20:12hrs and est.repair amt is Rs.2786 Rgds, Bimal Auto Agency"
3741,nonfinancial,Lol where do u come up with these ideas?
6244,nonfinancial,"Ok da, i already planned. I wil pick you."
5990,nonfinancial,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
27,financial,Bill dated 2013-03-31 for Rs 1138 has been generated for your Bsnl fixedline/broadband relationship no. 56763777. The same will reach you by 2013-04-03. Due date: 2013-04-15.
1805,financial,Bill dated 2013-01-22 for Rs 313 has been generated for your Vodafone fixedline/broadband relationship no. 54627876. The same will reach you by 2013-01-25. Due date: 2013-02-06.
5171,nonfinancial,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
4420,nonfinancial,No..he joined today itself.
1260,financial,"Repair ref.no for your car is JC48222814 opened on 2010-08-11 2:57hrs,ETD of your car is 2010-08-12 8:18hrs and est.repair amt is Rs.2001 Rgds, Hyundai Auto Agency"
22,financial,"Repair ref.no for your car is JC68163348 opened on 2009-12-31 10:44hrs,ETD of your car is 2010-01-01 11:32hrs and est.repair amt is Rs.1319 Rgds, Hyundai Auto Agency"
5377,nonfinancial,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
1606,financial,"Repair ref.no for your car is JC36718315 opened on 2010-05-29 18:57hrs,ETD of your car is 2010-05-30 17:41hrs and est.repair amt is Rs.2039 Rgds, True Value"
1811,financial,"Repair ref.no for your car is JC78318226 opened on 2015-01-11 10:50hrs,ETD of your car is 2015-01-12 21:55hrs and est.repair amt is Rs.2193 Rgds, Hyundai Auto Agency"
7231,nonfinancial,Oh did you charge camera
1528,financial,"Repair ref.no for your car is JC27854546 opened on 2011-05-09 4:27hrs,ETD of your car is 2011-05-10 10:48hrs and est.repair amt is Rs.1237 Rgds, Lakshmi Auto Agency"
2379,nonfinancial,K.k:)advance happy pongal.
3554,nonfinancial,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
2807,nonfinancial,Ok. There may be a free gym about.
4210,nonfinancial,So can collect ur laptop?
633,financial,Bill dated 2010-03-20 for Rs 445 has been generated for your Jio fixedline/broadband relationship no. 77126477. The same will reach you by 2010-03-23. Due date: 2010-04-04.
692,financial,"Repair ref.no for your car is JC18468871 opened on 2011-04-05 3:31hrs,ETD of your car is 2011-04-06 11:33hrs and est.repair amt is Rs.2710 Rgds, Sarden Auto Agency"
6026,nonfinancial,If you ask her or she say any please message.
1104,financial,Bill dated 2010-10-20 for Rs 1053 has been generated for your Aircel fixedline/broadband relationship no. 11856427. The same will reach you by 2010-10-23. Due date: 2010-11-04.
1515,financial,"Repair ref.no for your car is JC78673485 opened on 2013-08-07 5:40hrs,ETD of your car is 2013-08-08 16:49hrs and est.repair amt is Rs.2693 Rgds, Aryan Auto Agency"
2951,nonfinancial,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
1919,financial,Bill dated 2014-09-17 for Rs 276 has been generated for your Idea fixedline/broadband relationship no. 17287577. The same will reach you by 2014-09-20. Due date: 2014-10-02.
177,financial,Bill dated 2015-05-15 for Rs 952 has been generated for your Vodafone fixedline/broadband relationship no. 48635445. The same will reach you by 2015-05-18. Due date: 2015-05-30.
2563,nonfinancial,Dear i have reache room
6987,nonfinancial,We can go 4 e normal pilates after our intro...  
5480,nonfinancial,But i haf enuff space got like 4 mb...
2023,financial,OTP is 323143 for the txn of INR 17546.00 at Bimal Auto Agency on your ICICI bank Debit card ending with 1885. Valid till 11:16:40. Do not share the OTP with anyone for security reasons
1213,financial,"Repair ref.no for your car is JC11218565 opened on 2011-06-23 18:40hrs,ETD of your car is 2011-06-24 5:41hrs and est.repair amt is Rs.1747 Rgds, Lakshmi Auto Agency"
4298,nonfinancial,What's your room number again? Wanna make sure I'm knocking on the right door
4749,nonfinancial,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
6009,nonfinancial,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
7270,nonfinancial,I will reach ur home in  &lt;#&gt;  minutes
1591,financial,Bill dated 2010-02-02 for Rs 387 has been generated for your Reliance fixedline/broadband relationship no. 31652177. The same will reach you by 2010-02-05. Due date: 2010-02-17.
2813,nonfinancial,By monday next week. Give me the full gist
2937,nonfinancial,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
1731,financial,"Repair ref.no for your car is JC17181888 opened on 2014-06-01 23:50hrs,ETD of your car is 2014-06-02 9:20hrs and est.repair amt is Rs.2094 Rgds, Bimal Auto Agency"
3146,nonfinancial,Send to someone else :-)
5475,nonfinancial,No she didnt. I will search online and let you know.
1066,financial,Bill dated 2014-10-27 for Rs 440 has been generated for your Docomo fixedline/broadband relationship no. 62265233. The same will reach you by 2014-10-30. Due date: 2014-11-11.
3090,nonfinancial,Yes da. Any plm at ur office
1183,financial,Bill dated 2009-11-08 for Rs 1148 has been generated for your Jio fixedline/broadband relationship no. 51528724. The same will reach you by 2009-11-11. Due date: 2009-11-23.
5019,nonfinancial,Yes there were many sweets
1422,financial,Bill dated 2010-05-12 for Rs 105 has been generated for your Idea fixedline/broadband relationship no. 52112336. The same will reach you by 2010-05-15. Due date: 2010-05-27.
367,financial,"Repair ref.no for your car is JC83373227 opened on 2013-02-23 15:41hrs,ETD of your car is 2013-02-24 3:42hrs and est.repair amt is Rs.2787 Rgds, True Value"
1931,financial,Bill dated 2009-09-19 for Rs 156 has been generated for your Idea fixedline/broadband relationship no. 68742886. The same will reach you by 2009-09-22. Due date: 2009-10-04.
5091,nonfinancial,You have got tallent but you are wasting.
3271,nonfinancial,I need you to be in my strong arms...
3010,nonfinancial,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
6180,nonfinancial,"Sure thing big man. i have hockey elections at 6, shouldn‰Û÷t go on longer than an hour though"
2858,nonfinancial,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
3632,nonfinancial,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
5225,nonfinancial,I can't describe how lucky you are that I'm actually awake by noon
4657,nonfinancial,Tmr timin still da same wat cos i got lesson until 6...
5903,nonfinancial,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
6826,nonfinancial,Prepare to be pleasured :)
5659,nonfinancial,Good morning princess! Happy New Year!
287,financial,Bill dated 2011-11-23 for Rs 875 has been generated for your Jio fixedline/broadband relationship no. 27358441. The same will reach you by 2011-11-26. Due date: 2011-12-08.
5404,nonfinancial,Still i have not checked it da. . .
6911,nonfinancial,S.this will increase the chance of winning.
2795,nonfinancial,No he didn't. Spring is coming early yay!
7275,nonfinancial,It is only yesterday true true.
2037,financial,OTP is 212412 for the txn of INR 1073.00 at Lakshmi Auto Agency on your AXIS bank CREDIT card ending with 8117. Valid till 2:27:50. Do not share the OTP with anyone for security reasons
2794,nonfinancial,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
5725,nonfinancial,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? "
6981,nonfinancial,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
321,financial,"Repair ref.no for your car is JC62434242 opened on 2013-08-19 17:19hrs,ETD of your car is 2013-08-20 8:48hrs and est.repair amt is Rs.1030 Rgds, Aryan Auto Agency"
3462,nonfinancial,No did you check? I got his detailed message now
2885,nonfinancial,On the road so cant txt
3162,nonfinancial,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
3488,nonfinancial,Yes.. now only saw your message..
2606,nonfinancial,But am going to college pa. What to do. are else ill come there it self. Pa.
2125,nonfinancial,Ha ha ha good joke. Girls are situation seekers.
996,financial,"Repair ref.no for your car is JC25214234 opened on 2013-04-13 10:34hrs,ETD of your car is 2013-04-14 21:31hrs and est.repair amt is Rs.1395 Rgds, Aryan Auto Agency"
3435,nonfinancial,I though we shd go out n have some fun so bar in town or something ‰ÛÒ sound ok?
2772,nonfinancial,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
5909,nonfinancial,Pls go there today  &lt;#&gt; . I dont want any excuses
4725,nonfinancial,Do you know when dad will be back?
5199,nonfinancial,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
1889,financial,Bill dated 2013-02-13 for Rs 170 has been generated for your Reliance fixedline/broadband relationship no. 71635111. The same will reach you by 2013-02-16. Due date: 2013-02-28.
6855,nonfinancial,Gd luck 4 ur exams :-)
1494,financial,Bill dated 2015-03-11 for Rs 853 has been generated for your Reliance fixedline/broadband relationship no. 16242256. The same will reach you by 2015-03-14. Due date: 2015-03-26.
1388,financial,Bill dated 2011-05-29 for Rs 156 has been generated for your Jio fixedline/broadband relationship no. 37228424. The same will reach you by 2011-06-01. Due date: 2011-06-13.
4621,nonfinancial,This message is brought to you by GMW Ltd. and is not connected to the
1330,financial,"Repair ref.no for your car is JC16164326 opened on 2015-03-03 13:48hrs,ETD of your car is 2015-03-04 11:48hrs and est.repair amt is Rs.2952 Rgds, Hyundai Auto Agency"
5583,nonfinancial,No it will reach by 9 only. She telling she will be there. I dont know
5904,nonfinancial,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
2262,nonfinancial,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
4685,nonfinancial,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
3070,nonfinancial,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
7484,nonfinancial,I dont know oh. Hopefully this month.
2868,nonfinancial,K I'll be there before 4.
3353,nonfinancial,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
1541,financial,Bill dated 2014-11-26 for Rs 418 has been generated for your Jio fixedline/broadband relationship no. 14526271. The same will reach you by 2014-11-29. Due date: 2014-12-11.
2199,nonfinancial,I only haf msn. It's yijue@hotmail.com
2631,nonfinancial,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
458,financial,"Repair ref.no for your car is JC35772277 opened on 2014-03-08 23:12hrs,ETD of your car is 2014-03-09 3:53hrs and est.repair amt is Rs.1957 Rgds, Maha Veer Auto Agency"
5050,nonfinancial,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
7576,nonfinancial,"Just making dinner, you ?"
6483,nonfinancial,Ok i msg u b4 i leave my house.
494,financial,"Repair ref.no for your car is JC76531168 opened on 2010-05-02 22:19hrs,ETD of your car is 2010-05-03 15:33hrs and est.repair amt is Rs.2580 Rgds, Aryan Auto Agency"
910,financial,"Repair ref.no for your car is JC75287655 opened on 2013-09-20 23:39hrs,ETD of your car is 2013-09-21 0:28hrs and est.repair amt is Rs.2263 Rgds, Hyundai Auto Agency"
1570,financial,Bill dated 2012-10-16 for Rs 1168 has been generated for your Docomo fixedline/broadband relationship no. 82867473. The same will reach you by 2012-10-19. Due date: 2012-10-31.
18,financial,"Repair ref.no for your car is JC12678461 opened on 2012-09-28 15:36hrs,ETD of your car is 2012-09-29 3:22hrs and est.repair amt is Rs.1548 Rgds, Hyundai Auto Agency"
3927,nonfinancial,I'll let you know when it kicks in
2358,nonfinancial,I accidentally deleted the message. Resend please.
3981,nonfinancial,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
2702,nonfinancial,"What will we do in the shower, baby?"
1547,financial,"Repair ref.no for your car is JC72533342 opened on 2011-12-26 13:51hrs,ETD of your car is 2011-12-27 19:13hrs and est.repair amt is Rs.609 Rgds, Maruti Auto Agency"
6325,nonfinancial,You'll never believe this but i have actually got off at taunton. Wow
1605,financial,"Repair ref.no for your car is JC65724143 opened on 2015-03-25 7:58hrs,ETD of your car is 2015-03-26 18:50hrs and est.repair amt is Rs.2850 Rgds, Lakshmi Auto Agency"
7613,nonfinancial,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
541,financial,"Repair ref.no for your car is JC64844633 opened on 2012-06-29 5:46hrs,ETD of your car is 2012-06-30 20:42hrs and est.repair amt is Rs.3006 Rgds, Lakshmi Auto Agency"
6898,nonfinancial,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
2005,financial,OTP is 263817 for the txn of INR 17881.00 at AMAZON SELLER SERVICES on your HDFC bank CREDIT card ending with 7433. Valid till 3:31:34. Do not share the OTP with anyone for security reasons
4942,nonfinancial,U still painting ur wall?
6347,nonfinancial,Yes. I come to nyc for audiitions and am trying to relocate.
5894,nonfinancial,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
1980,financial,Bill dated 2014-03-14 for Rs 319 has been generated for your Docomo fixedline/broadband relationship no. 65351734. The same will reach you by 2014-03-17. Due date: 2014-03-29.
4316,nonfinancial,Den wat will e schedule b lk on sun?
6265,nonfinancial,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
522,financial,"Repair ref.no for your car is JC66822556 opened on 2014-12-26 10:27hrs,ETD of your car is 2014-12-27 8:46hrs and est.repair amt is Rs.2919 Rgds, Sarden Auto Agency"
4776,nonfinancial,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
3108,nonfinancial,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
4676,nonfinancial,Yes. It's all innocent fun. O:-)
755,financial,Bill dated 2012-11-19 for Rs 678 has been generated for your Airtel fixedline/broadband relationship no. 38375654. The same will reach you by 2012-11-22. Due date: 2012-12-04.
1527,financial,"Repair ref.no for your car is JC82181282 opened on 2013-06-15 0:47hrs,ETD of your car is 2013-06-16 14:26hrs and est.repair amt is Rs.1627 Rgds, Lakshmi Auto Agency"
2940,nonfinancial,Are you in castor? You need to see something
2310,nonfinancial,I asked you to call him now ok
3874,nonfinancial,"Now, whats your house # again ? And do you have any beer there ?"
4169,nonfinancial,I fetch yun or u fetch?
4862,nonfinancial,I've told him that i've returned it. That should i re order it.
7301,nonfinancial,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
5148,nonfinancial,In da car park 
3412,nonfinancial,"Nothing much, chillin at home. Any super bowl plan?"
2609,nonfinancial,Then any special there?
4775,nonfinancial,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
1764,financial,Bill dated 2009-10-02 for Rs 660 has been generated for your Aircel fixedline/broadband relationship no. 53663414. The same will reach you by 2009-10-05. Due date: 2009-10-17.
1775,financial,"Repair ref.no for your car is JC57562176 opened on 2010-06-13 11:21hrs,ETD of your car is 2010-06-14 7:46hrs and est.repair amt is Rs.203 Rgds, Aryan Auto Agency"
2388,nonfinancial,No problem. How are you doing?
62,financial,"Repair ref.no for your car is JC73122732 opened on 2013-10-12 10:16hrs,ETD of your car is 2013-10-13 22:48hrs and est.repair amt is Rs.959 Rgds, Maha Veer Auto Agency"
974,financial,"Repair ref.no for your car is JC44834522 opened on 2011-10-20 9:29hrs,ETD of your car is 2011-10-21 10:20hrs and est.repair amt is Rs.1001 Rgds, Sarden Auto Agency"
7038,nonfinancial,Yar... I tot u knew dis would happen long ago already.
801,financial,Bill dated 2012-01-30 for Rs 707 has been generated for your Idea fixedline/broadband relationship no. 57532585. The same will reach you by 2012-02-02. Due date: 2012-02-14.
4365,nonfinancial,"&lt;#&gt; , that's all? Guess that's easy enough"
7137,nonfinancial,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
781,financial,"Repair ref.no for your car is JC31761845 opened on 2013-01-04 22:30hrs,ETD of your car is 2013-01-05 9:22hrs and est.repair amt is Rs.501 Rgds, Bimal Auto Agency"
4580,nonfinancial,Yes.i'm in office da:)
1217,financial,Bill dated 2011-08-18 for Rs 748 has been generated for your Reliance fixedline/broadband relationship no. 18275641. The same will reach you by 2011-08-21. Due date: 2011-09-02.
5836,nonfinancial,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
4961,nonfinancial,If you r @ home then come down within 5 min
5880,nonfinancial,This is my number by vivek..
5637,nonfinancial,Yeah sure I'll leave in a min
7402,nonfinancial,So when do you wanna gym?
395,financial,Bill dated 2013-08-11 for Rs 1166 has been generated for your Bsnl fixedline/broadband relationship no. 58534145. The same will reach you by 2013-08-14. Due date: 2013-08-26.
6245,nonfinancial,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
4091,nonfinancial,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
1412,financial,Bill dated 2011-09-20 for Rs 615 has been generated for your Jio fixedline/broadband relationship no. 15627356. The same will reach you by 2011-09-23. Due date: 2011-10-05.
7358,nonfinancial,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
6266,nonfinancial,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.
4403,nonfinancial,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.
7565,nonfinancial,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
1809,financial,Bill dated 2015-07-21 for Rs 1006 has been generated for your Docomo fixedline/broadband relationship no. 51448485. The same will reach you by 2015-07-24. Due date: 2015-08-05.
5457,nonfinancial,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
180,financial,"Repair ref.no for your car is JC37651484 opened on 2011-04-07 13:39hrs,ETD of your car is 2011-04-08 6:12hrs and est.repair amt is Rs.1055 Rgds, Bimal Auto Agency"
5608,nonfinancial,Thank You meet you monday
1825,financial,Bill dated 2012-10-22 for Rs 231 has been generated for your Vodafone fixedline/broadband relationship no. 48543846. The same will reach you by 2012-10-25. Due date: 2012-11-06.
3915,nonfinancial,Dunno da next show aft 6 is 850. Toa payoh got 650.
470,financial,"Repair ref.no for your car is JC14846363 opened on 2009-09-05 19:57hrs,ETD of your car is 2009-09-06 11:58hrs and est.repair amt is Rs.916 Rgds, Maha Veer Auto Agency"
7225,nonfinancial,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
4015,nonfinancial,Haha... Really oh no... How? Then will they deduct your lesson tmr?
2144,nonfinancial,"Sorry, I'll call later"
3349,nonfinancial,"Just wondering, the others just took off"
6684,nonfinancial,"Received, understood n acted upon!"
6158,nonfinancial,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
6780,nonfinancial,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
715,financial,Bill dated 2011-10-08 for Rs 636 has been generated for your Bsnl fixedline/broadband relationship no. 25157132. The same will reach you by 2011-10-11. Due date: 2011-10-23.
4128,nonfinancial,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
249,financial,"Repair ref.no for your car is JC21618813 opened on 2013-06-21 9:53hrs,ETD of your car is 2013-06-22 23:28hrs and est.repair amt is Rs.1145 Rgds, True Value"
7476,nonfinancial,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
783,financial,Bill dated 2012-09-16 for Rs 691 has been generated for your Jio fixedline/broadband relationship no. 16664641. The same will reach you by 2012-09-19. Due date: 2012-10-01.
4245,nonfinancial,Ok.
1578,financial,Bill dated 2011-05-26 for Rs 265 has been generated for your Docomo fixedline/broadband relationship no. 32515186. The same will reach you by 2011-05-29. Due date: 2011-06-10.
4400,nonfinancial,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
7536,nonfinancial,Well obviously not because all the people in my cool college life went home ;_;
5826,nonfinancial,K.i will send in  &lt;#&gt;  min:)
6814,nonfinancial,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
811,financial,"Repair ref.no for your car is JC33838725 opened on 2012-11-02 17:47hrs,ETD of your car is 2012-11-03 8:19hrs and est.repair amt is Rs.1881 Rgds, True Value"
5104,nonfinancial,Aight what time you want me to come up?
4602,nonfinancial,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
343,financial,"Repair ref.no for your car is JC47156125 opened on 2012-03-10 0:27hrs,ETD of your car is 2012-03-11 7:52hrs and est.repair amt is Rs.2566 Rgds, Aryan Auto Agency"
3193,nonfinancial,"So check your errors and if you had difficulties, do correction."
6776,nonfinancial,Big brother‰Û÷s really scraped the barrel with this shower of social misfits
3704,nonfinancial,"Alright, we're all set here, text the man"
122,financial,"Repair ref.no for your car is JC42228538 opened on 2013-11-27 18:39hrs,ETD of your car is 2013-11-28 1:41hrs and est.repair amt is Rs.2719 Rgds, Aryan Auto Agency"
6250,nonfinancial,Dear got bus directly to calicut
625,financial,"Repair ref.no for your car is JC51443222 opened on 2010-02-02 8:19hrs,ETD of your car is 2010-02-03 16:15hrs and est.repair amt is Rs.1830 Rgds, Lakshmi Auto Agency"
3354,nonfinancial,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... 
1416,financial,Bill dated 2014-08-09 for Rs 229 has been generated for your Aircel fixedline/broadband relationship no. 42345462. The same will reach you by 2014-08-12. Due date: 2014-08-24.
6014,nonfinancial,Hi dude hw r u da realy mising u today
3472,nonfinancial,"I've got ten bucks, jay is being noncomittal"
4860,nonfinancial,If I get there before you after your ten billion calls and texts so help me god
3231,nonfinancial,Lol now I'm after that hot air balloon!
7084,nonfinancial,:-( sad puppy noise
7390,nonfinancial,What makes you most happy?
4264,nonfinancial,Haha... can... But i'm having dinner with my cousin...
3975,nonfinancial,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
2268,nonfinancial,U call me alter at 11 ok.
2248,nonfinancial,Going on nothing great.bye
5970,nonfinancial,No that just means you have a fat head
1478,financial,Bill dated 2010-09-06 for Rs 240 has been generated for your Reliance fixedline/broadband relationship no. 71875577. The same will reach you by 2010-09-09. Due date: 2010-09-21.
271,financial,Bill dated 2012-09-25 for Rs 1161 has been generated for your Aircel fixedline/broadband relationship no. 64521861. The same will reach you by 2012-09-28. Due date: 2012-10-10.
3674,nonfinancial,I'll probably be around mu a lot
4269,nonfinancial,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
3030,nonfinancial,I am not sure about night menu. . . I know only about noon menu
5481,nonfinancial,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
4390,nonfinancial,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
3292,nonfinancial,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
5597,nonfinancial,Good evening! How are you?
713,financial,"Repair ref.no for your car is JC68231362 opened on 2011-05-27 2:58hrs,ETD of your car is 2011-05-28 3:12hrs and est.repair amt is Rs.1353 Rgds, Bimal Auto Agency"
2256,nonfinancial,Hi :)finally i completed the course:)
7215,nonfinancial,No problem with the renewal. I.ll do it right away but i dont know his details.
4896,nonfinancial,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
2719,nonfinancial,Tell them the drug dealer's getting impatient
2029,financial,OTP is 482531 for the txn of INR 8990.00 at Ola on your AXIS bank CREDIT card ending with 8557. Valid till 1:40:43. Do not share the OTP with anyone for security reasons
181,financial,"Repair ref.no for your car is JC56863685 opened on 2010-01-15 10:23hrs,ETD of your car is 2010-01-16 17:18hrs and est.repair amt is Rs.242 Rgds, Lakshmi Auto Agency"
3399,nonfinancial,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
6616,nonfinancial,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
3183,nonfinancial,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
1517,financial,Bill dated 2015-03-04 for Rs 941 has been generated for your Jio fixedline/broadband relationship no. 87726531. The same will reach you by 2015-03-07. Due date: 2015-03-19.
1077,financial,Bill dated 2010-01-27 for Rs 996 has been generated for your Vodafone fixedline/broadband relationship no. 12826687. The same will reach you by 2010-01-30. Due date: 2010-02-11.
5402,nonfinancial,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
4618,nonfinancial,I'll reach in ard 20 mins ok...
7152,nonfinancial,I wont do anything de.
1452,financial,"Repair ref.no for your car is JC45283124 opened on 2012-06-16 19:25hrs,ETD of your car is 2012-06-17 12:27hrs and est.repair amt is Rs.661 Rgds, Bimal Auto Agency"
2024,financial,Added Rs. 1000 to your Paytm wallet. Transaction ID: 4820222852. Current Balance: 1002.0. Get 1 Lakh items at 80% Discount. http://m.p-y.tm/uo. Shop at Mahabazaar
957,financial,"Repair ref.no for your car is JC71485544 opened on 2011-01-07 12:34hrs,ETD of your car is 2011-01-08 22:39hrs and est.repair amt is Rs.2134 Rgds, Sarden Auto Agency"
